id	@id	addr:housenumber	addr:street	created_by	image:0	image:1	image:2	name	repair	shop	@timestamp	@version	@changeset	@user	@uid	addr:postcode	description	operator	phone	tourism	website	amenity	dispensing	opening_hours	service:bicycle:diy	service:bicycle:rental	service:bicycle:repair	service:bicycle:retail	service:bicycle:second_hand	ref:UrbIS	bicycle_parking	capacity	covered	contact:phone	contact:website	fee	crossing	highway	ele	ele:msl	ele:source	source	addr:city	addr:city:fr	addr:city:nl	addr:country	bottle	image	mapillary	mapillary_url	stateofrepair	survey:date	cuisine	drive_through	internet_access	smoking	takeaway	crossing_ref	tactile_paving	recycling:clothes	recycling_type	location	recycling:glass_bottles	bicycle	manometer	manual	pressure	pump	service:bicycle:pump	service:bicycle:tools	valves	brand	ownership	service:bicycle:chain_tool	service:bicycle:pump:operational_status	recycling:glass	recycling:paper	contact:facebook	email	diet:vegetarian	access	addr:street:fr	addr:street:nl	maxheight	parking	payment:american_express	payment:cash	payment:maestro	payment:mastercard	payment:visa	wheelchair	fixme	opening_date	was:contact:facebook	was:description	was:name	service:bicycle:stand	natural
node/2466322961	node/2466322961				https://i.imgur.com/lzM8kHa.jpg						2020-07-21T14:34:19	3	88299612	Toon Nelissen	6390681							bicycle_parking									stands	6	no																																																																	
node/2514211759	node/2514211759	8	Mont des Arts - Kunstberg					Gallery Katarzyna Napiórkowska			2020-07-21T05:04:34	4	88275186	bxl-forever	2644288					gallery				"""by appointment"""						6050975				+32 495 71 89 88	https://www.napiorkowska.pl	no																																																														
node/3933809960	node/3933809960										2020-07-21T07:46:58	3	88282418	bxl-forever	2644288																						uncontrolled	crossing																																																												
node/3982257157	node/3982257157										2020-07-21T11:25:34	2	88291692	Mond00	861006																								84.0	"84	0"	GPS	GPS																																																								
node/4054190721	node/4054190721	17-19	Boulevard de l'Impératrice - Keizerinlaan		https://i.imgur.com/RbR4LPc.jpg			VIVAQUA			2020-07-21T13:22:46	10	88296988	Driesvr	4757701	1000					https://www.vivaqua.be/	drinking_water																					Bruxelles - Brussel	Bruxelles	Brussel	BE	yes	https://flic.kr/p/HEd624	w_JioZhlAag_EadrNM69ZQ	http://www.mapillary.com/map/im/w_JioZhlAag_EadrNM69ZQ/photo	ok																																															
node/4065314764	node/4065314764				https://i.imgur.com/gJghi9y.jpg						2020-07-21T12:47:25	5	88295366	349499	7006347							drinking_water																									yes	https://flic.kr/p/KjPoMJ	fUmvKPHfWGRAWZjXF_EdRQ	https://www.mapillary.com/map/im/fUmvKPHfWGRAWZjXF_EdRQ/photo	ok	2016-07-05																																														
node/4319705597	node/4319705597	53	Cantersteen - Kantersteen					Meeting Point			2020-07-21T13:12:43	4	88296532	Pieter Vander Vennet	3818858	1000						fast_food																					Bruxelles - Brussel										sandwich	no	wlan	no	yes																																									
node/4418285651	node/4418285651							La vieille lanterne		gift	2020-07-21T14:02:59	2	88298729	Hartigan	9281375																																																																																			
node/4441784351	node/4441784351				https://i.imgur.com/9qh7adp.jpg						2020-07-21T14:14:50	4	88299013	Toon Nelissen	6390681							bicycle_parking									stands	8	no																																																																	
node/4469187575	node/4469187575										2020-07-21T08:53:06	5	88285398	bxl-forever	2644288																						uncontrolled	crossing																				zebra	no																																							
node/4469187576	node/4469187576										2020-07-21T08:53:06	4	88285398	bxl-forever	2644288																						uncontrolled	crossing																				zebra	no																																							
node/4469187577	node/4469187577										2020-07-21T08:53:06	4	88285398	bxl-forever	2644288																						uncontrolled	crossing																				zebra	no																																							
node/4469222925	node/4469222925										2020-07-21T07:46:58	3	88282418	bxl-forever	2644288																						uncontrolled	crossing																																																												
node/4707096425	node/4707096425										2020-07-21T08:31:40	2	88284457	bxl-forever	2644288							recycling																																						yes	container																																					
node/4707096426	node/4707096426										2020-07-21T08:31:40	2	88284457	bxl-forever	2644288			Bruxelles-Propreté - Net Brussel				recycling																																							container	overground	yes																																			
node/5191299111	node/5191299111										2020-07-21T14:38:36	5	88299756	Driesvr	4757701			Gemeente Jette				bicycle_repair_station		24/7												no																												yes	yes	yes	10	manual	yes	no	"sclaverand;schrader;dunlop"																											
node/5238101860	node/5238101860				https://i.imgur.com/XAbf0wn.jpg						2020-07-21T15:22:47	2	88301396	Piotr Barczak	11526233		A 0.50 / 1 / 2 Euro coin is needed to unlock the station. The coin is recovered when the station is locked.				http://www.ibombo.be/bike_repair_station_prs-lv2/	bicycle_repair_station														no																																	yes			Ibombo	municipal	no	broken																							
node/5822441790	node/5822441790										2020-07-21T08:53:06	2	88285398	bxl-forever	2644288																						uncontrolled	crossing																				zebra																																								
node/6333235305	node/6333235305				https://i.imgur.com/D3YddRd.jpg						2020-07-21T14:33:42	2	88299576	349499	7006347							bicycle_parking									stands	6	no																																																																	
node/6351042759	node/6351042759										2020-07-21T16:25:49	2	88303446	StevenJansen	11520513							recycling									stands	6	no																												container			yes												yes	yes																					
node/6412142622	node/6412142622										2020-07-21T13:18:21	4	88296780	bxl-forever	2644288							bicycle_parking									stands	10	no																																																																	
node/6593358182	node/6593358182	53	Avenue du Port - Havenlaan					AlléeDuKaai			2020-07-21T04:38:14	2	88274313	bxl-forever	2644288				+3222566516		http://alleedukaai.be	social_centre		"We 13:00-18:00; Fr 15:00-20:00; Sa 14:00-22:00"																																																						http://facebook.com/alleedukaai	info@alleedukaai.be																			
node/6741982093	node/6741982093										2020-07-21T13:28:29	2	88297239	vVYou	11526185							bicycle_parking									shed	4	no																																																																	
node/7149864187	node/7149864187	15	Place de la Chapelle - Kapellemarkt					Pois Chiche			2020-07-21T07:59:25	2	88282947	Thierry1030	286563	1000					https://www.poischiche.be/	restaurant																					Bruxelles - Brussel										"oriental;lebanese;arab;mediterranean"		wlan																								info@poischiche.be	yes																		
node/7216729736	node/7216729736				https://i.imgur.com/MidxLYN.jpg						2020-07-21T12:43:42	2	88295190	Alice_Detollenaere	3664236							bicycle_parking									stands	6	no																																																																	
node/7216729737	node/7216729737				https://i.imgur.com/qWi2p3H.jpg						2020-07-21T12:48:58	2	88295435	Alice_Detollenaere	3664236							bicycle_parking									stands	6	no																																																																	
node/7293165629	node/7293165629		Boulevard Pachéco - Pachecolaan					Pacheco			2020-07-21T07:42:19	2	88282221	bxl-forever	2644288	1000		Q-Park				parking		Mo-Su 06:00-23:00											https://www.q-park.be/en-gb/cities/brussels/pacheco/	yes							Bruxelles - Brussel	Bruxelles	Brussel	BE																																			yes	Boulevard Pachéco	Pachecolaan	2.1	underground	yes	no	yes	yes	yes	yes							
node/7366041956	node/7366041956				https://i.imgur.com/IC3r5wD.jpg						2020-07-21T13:30:20	2	88297323	Alice_Detollenaere	3664236							bicycle_parking									stands	6	no																																																																	
node/7366041957	node/7366041957				https://i.imgur.com/R1TlIjz.jpg						2020-07-21T13:30:02	2	88297314	Alice_Detollenaere	3664236							bicycle_parking									stands	6	no																																																																	
node/7366041958	node/7366041958				https://i.imgur.com/ciLnE8s.jpg						2020-07-21T14:41:38	2	88299869	Toon Nelissen	6390681							bicycle_parking									stands	6	no																																																																	
node/7366041959	node/7366041959				https://i.imgur.com/lgbfpTD.jpg						2020-07-21T13:32:22	2	88297437	Alice_Detollenaere	3664236							bicycle_parking									stands	6	no																																																																	
node/7366041960	node/7366041960				https://i.imgur.com/6JyPFGx.jpg						2020-07-21T13:33:11	2	88297472	Alice_Detollenaere	3664236							bicycle_parking									stands	6	no																																																																	
node/7370184700	node/7370184700				https://i.imgur.com/k6pL1zN.jpg						2020-07-21T14:43:03	2	88299932	Toon Nelissen	6390681							bicycle_parking									stands	4	no																																																																	
node/7393541372	node/7393541372				https://i.imgur.com/IoS3dUa.jpg						2020-07-21T13:25:53	2	88297136	Alice_Detollenaere	3664236							bicycle_parking									stands	12																																																																		
node/7431608192	node/7431608192				https://i.imgur.com/95hGJLQ.jpg						2020-07-21T14:40:48	2	88299838	Toon Nelissen	6390681							bicycle_parking									stands	10	no			no																																													yes																	
node/7473229117	node/7473229117				https://i.imgur.com/EZXnqT5.jpg						2020-07-21T14:41:12	2	88299856	Toon Nelissen	6390681							bicycle_parking									stands	6	no			no																																																														
node/7728827897	node/7728827897				https://i.imgur.com/MPE0MwM.jpg	https://i.imgur.com/Vx5TtqG.jpg	https://i.imgur.com/XYi0QFs.jpg	Fun Bike		bicycle	2020-07-21T13:45:27	6	88298037	Elise_Cerise	11526278						https://www.funbike.be/					yes	yes	yes																																																																also does something with motorbikes						
node/7733405194	node/7733405194	90	Boulevard du Midi - Zuidlaan					Bij/Chez Jansens & Jansens			2020-07-21T08:51:03	1	88285309	Thierry1030	286563	1000	https://www.bruzz.be/video-brasserie-chez-jansens-jansens-opent-coronatijden-2020-07-21	Tim Jansens				pub																					Bruxelles - Brussel																																			https://www.facebook.com/BijChez-Jansens-Jansens-104213348046082															2020-07	https://www.facebook.com/brasserieathoise/	Café brasserie familiale avec petite restauration tenu par Nicolas et Voula depuis 1985. Καφέ και γρήγορο φαγητό από το 1985. 29/12/2019 fermeture définitive	Brasserie Athoise		
node/7733723109	node/7733723109										2020-07-21T11:38:12	1	88292458	Thierry1030	286563							bicycle_parking																																																																												
node/7733725026	node/7733725026										2020-07-21T11:56:53	1	88293250	VéloJesse	7490172							bicycle_parking									stands																																																																			
node/7733727292	node/7733727292										2020-07-21T11:41:08	1	88292596	tbowdecl97	11460222							bicycle_repair_station																																																																												
node/7733745111	node/7733745111										2020-07-21T12:00:01	1	88293375	VéloJesse	7490172							bicycle_parking									stands																																																																			
node/7733745112	node/7733745112										2020-07-21T12:00:01	1	88293375	VéloJesse	7490172							bicycle_parking									stands																																																																			
node/7733746109	node/7733746109										2020-07-21T11:58:06	1	88293294	VéloJesse	7490172							bicycle_parking									stands																																																																			
node/7733746381	node/7733746381										2020-07-21T12:40:04	1	88295046	vVYou	11526185							bicycle_parking																																																																												
node/7733747079	node/7733747079										2020-07-21T12:05:13	1	88293587	VéloJesse	7490172							bicycle_parking									stands																																																																			
node/7733747080	node/7733747080										2020-07-21T12:05:13	1	88293587	VéloJesse	7490172							bicycle_parking									stands																																																																			
node/7733754120	node/7733754120										2020-07-21T12:10:12	1	88293786	VéloJesse	7490172							bicycle_parking									stands																																																																			
node/7733754121	node/7733754121										2020-07-21T12:10:12	1	88293786	VéloJesse	7490172							bicycle_parking									stands																																																																			
node/7733754122	node/7733754122										2020-07-21T12:10:12	1	88293786	VéloJesse	7490172							bicycle_parking									stands																																																																			
node/7733754123	node/7733754123										2020-07-21T12:10:12	1	88293786	VéloJesse	7490172							bicycle_parking									stands																																																																			
node/7733754124	node/7733754124										2020-07-21T12:10:12	1	88293786	VéloJesse	7490172							bicycle_parking									stands																																																																			
node/7733754125	node/7733754125										2020-07-21T12:11:10	2	88293818	VéloJesse	7490172							bicycle_parking									stands																																																																			
node/7733754434	node/7733754434										2020-07-21T12:01:50	1	88293452	VéloJesse	7490172							bicycle_parking									stands																																																																			
node/7733754435	node/7733754435										2020-07-21T12:01:50	1	88293452	VéloJesse	7490172							bicycle_parking									stands																																																																			
node/7733769872	node/7733769872										2020-07-21T12:06:36	1	88293643	VéloJesse	7490172							bicycle_parking									shed																																																																			
node/7733769873	node/7733769873										2020-07-21T12:06:36	1	88293643	VéloJesse	7490172							bicycle_parking									stands																																																																			
node/7733770372	node/7733770372										2020-07-21T12:02:54	1	88293504	VéloJesse	7490172							bicycle_parking									stands																																																																			
node/7733779795	node/7733779795										2020-07-21T12:15:29	1	88294000	Jeannette_b	11526066							bicycle_parking									stands																																																																			
node/7733779879	node/7733779879										2020-07-21T12:31:08	1	88294652	vVYou	11526185							bicycle_parking									shed																																																																			
node/7733782260	node/7733782260				https://i.imgur.com/rG2g3HC.jpg						2020-07-21T12:25:32	1	88294416	matterYflow	7924617							bicycle_parking									stands																																																																			
node/7733782901	node/7733782901										2020-07-21T12:16:51	1	88294054	VéloJesse	7490172							bicycle_parking									stands																																																																			
node/7733782902	node/7733782902										2020-07-21T12:16:51	1	88294054	VéloJesse	7490172							bicycle_parking									stands																																																																			
node/7733783343	node/7733783343				https://i.imgur.com/6mlys6Z.jpg						2020-07-21T12:21:59	1	88294256	matterYflow	7924617							bicycle_parking									stands																																																																			
node/7733783388	node/7733783388										2020-07-21T12:15:15	1	88293988	VéloJesse	7490172			private				bicycle_repair_station																																											yes	yes			yes	no																												
node/7733785821	node/7733785821										2020-07-21T12:16:45	1	88294052	vVYou	11526185							bicycle_parking									stands																																																																			
node/7733785867	node/7733785867										2020-07-21T12:42:26	1	88295135	Elise_Cerise	11526278							bicycle_parking									stands																																																																			
node/7733788590	node/7733788590										2020-07-21T12:12:35	1	88293861	VéloJesse	7490172							bicycle_parking									stands																																																																			
node/7733788735	node/7733788735										2020-07-21T12:22:24	1	88294275	vVYou	11526185							bicycle_parking									shed																																																																			
node/7733794742	node/7733794742										2020-07-21T12:18:18	1	88294113	Jeannette_b	11526066							bicycle_parking									stands																																																																			
node/7733794743	node/7733794743										2020-07-21T12:18:18	1	88294113	Jeannette_b	11526066							bicycle_parking									stands																																																																			
node/7733794744	node/7733794744										2020-07-21T12:18:18	1	88294113	Jeannette_b	11526066							bicycle_parking									stands																																																																			
node/7733795516	node/7733795516										2020-07-21T12:24:44	1	88294375	Jeannette_b	11526066							bicycle_parking									stands																																																																			
node/7733797992	node/7733797992										2020-07-21T12:19:06	1	88294140	Eleuthere	279790							bicycle_parking																																																																												
node/7733798032	node/7733798032										2020-07-21T12:20:17	1	88294188	VéloJesse	7490172							bicycle_parking									stands																																																																			
node/7733798033	node/7733798033										2020-07-21T12:20:17	1	88294188	VéloJesse	7490172							bicycle_parking									stands																																																																			
node/7733798034	node/7733798034										2020-07-21T12:20:17	1	88294188	VéloJesse	7490172							bicycle_parking									stands																																																																			
node/7733798035	node/7733798035										2020-07-21T12:20:17	1	88294188	VéloJesse	7490172							bicycle_parking									stands																																																																			
node/7733798036	node/7733798036										2020-07-21T12:20:17	1	88294188	VéloJesse	7490172							bicycle_parking									stands																																																																			
node/7733798037	node/7733798037										2020-07-21T12:22:48	2	88294294	VéloJesse	7490172							bicycle_parking									stands																																																																			
node/7733798332	node/7733798332				https://i.imgur.com/GMtmGZd.jpg						2020-07-21T12:27:08	2	88294498	Eleuthere	279790							bicycle_parking																																																																												
node/7733798456	node/7733798456										2020-07-21T12:27:27	1	88294510	Jeannette_b	11526066							bicycle_parking									stands																																																																			
node/7733799739	node/7733799739				https://i.imgur.com/hwxkiEd.jpg						2020-07-21T12:25:24	2	88294409	Kathelijne	6761922							bicycle_parking									stands																																																																			
node/7733800714	node/7733800714										2020-07-21T12:34:10	1	88294779	vVYou	11526185							bicycle_parking									stands																																																																			
node/7733800715	node/7733800715										2020-07-21T12:34:10	1	88294779	vVYou	11526185							bicycle_parking									stands																																																																			
node/7733804369	node/7733804369										2020-07-21T12:47:47	1	88295388	vVYou	11526185							bicycle_parking									stands																																																																			
node/7733805196	node/7733805196										2020-07-21T12:21:25	1	88294237	vVYou	11526185							bicycle_parking									shed																																																																			
node/7733805197	node/7733805197										2020-07-21T12:21:25	1	88294237	vVYou	11526185							bicycle_parking																																																																												
node/7733806377	node/7733806377										2020-07-21T12:22:04	1	88294250	Jeannette_b	11526066							bicycle_parking									stands																																																																			
node/7733806378	node/7733806378										2020-07-21T12:22:04	1	88294250	Jeannette_b	11526066							bicycle_parking									stands																																																																			
node/7733806383	node/7733806383										2020-07-21T12:24:40	1	88294369	vVYou	11526185							bicycle_parking									stands																																																																			
node/7733806384	node/7733806384										2020-07-21T12:24:40	1	88294369	vVYou	11526185							bicycle_parking									stands																																																																			
node/7733807224	node/7733807224										2020-07-21T12:22:48	1	88294294	VéloJesse	7490172							bicycle_parking									stands																																																																			
node/7733807225	node/7733807225										2020-07-21T12:22:48	1	88294294	VéloJesse	7490172							bicycle_parking									stands																																																																			
node/7733807226	node/7733807226										2020-07-21T12:22:48	1	88294294	VéloJesse	7490172							bicycle_parking									stands																																																																			
node/7733807227	node/7733807227										2020-07-21T12:22:48	1	88294294	VéloJesse	7490172							bicycle_parking									stands																																																																			
node/7733807228	node/7733807228										2020-07-21T12:23:32	1	88294317	matterYflow	7924617							bicycle_parking									stands																																																																			
node/7733813255	node/7733813255				https://i.imgur.com/w1mJk8k.jpg						2020-07-21T12:24:25	1	88294357	matterYflow	7924617							bicycle_parking									stands																																																																			
node/7733815266	node/7733815266										2020-07-21T12:32:11	1	88294695	Jeannette_b	11526066							bicycle_parking									stands																																																																			
node/7733815967	node/7733815967										2020-07-21T12:26:14	1	88294449	VéloJesse	7490172							bicycle_parking									stands																																																																			
node/7733815968	node/7733815968										2020-07-21T12:26:14	1	88294449	VéloJesse	7490172							bicycle_parking									stands																																																																			
node/7733816179	node/7733816179				https://i.imgur.com/ZzAepRJ.jpg						2020-07-21T12:31:27	2	88294664	Eleuthere	279790							bicycle_parking																																																																												
node/7733819370	node/7733819370				https://i.imgur.com/hNLb3Y9.jpg						2020-07-21T12:31:35	2	88294673	349499	7006347							bicycle_parking																																																																												
node/7733822045	node/7733822045										2020-07-21T12:40:47	1	88295078	VéloJesse	7490172							bicycle_parking									stands																																																																			
node/7733822046	node/7733822046										2020-07-21T12:40:47	1	88295078	VéloJesse	7490172							bicycle_parking									stands																																																																			
node/7733822047	node/7733822047										2020-07-21T12:40:47	1	88295078	VéloJesse	7490172							bicycle_parking									stands																																																																			
node/7733824713	node/7733824713										2020-07-21T12:29:45	1	88294597	Jeannette_b	11526066							bicycle_parking									stands																																																																			
node/7733826133	node/7733826133										2020-07-21T12:32:13	1	88294698	Toon Nelissen	6390681							bicycle_parking									stands																																																																			
node/7733826418	node/7733826418										2020-07-21T12:35:25	1	88294838	vVYou	11526185			private				bicycle_repair_station																																											yes	no			yes	no																												
node/7733826419	node/7733826419				https://i.imgur.com/PP0Q1cd.jpg						2020-07-21T12:37:24	2	88294923	Elise_Cerise	11526278							bicycle_parking																																																																												
node/7733827324	node/7733827324										2020-07-21T12:32:27	1	88294704	vVYou	11526185							bicycle_parking									stands																																																																			
node/7733834212	node/7733834212				https://i.imgur.com/FjLhriT.jpg						2020-07-21T14:33:37	2	88299571	Toon Nelissen	6390681							bicycle_parking									stands																																																																			
node/7733836277	node/7733836277										2020-07-21T12:37:21	1	88294920	VéloJesse	7490172							bicycle_parking									stands																																																																			
node/7733836278	node/7733836278										2020-07-21T12:37:21	1	88294920	VéloJesse	7490172							bicycle_parking									stands																																																																			
node/7733836279	node/7733836279										2020-07-21T12:37:21	1	88294920	VéloJesse	7490172							bicycle_parking									stands																																																																			
node/7733836280	node/7733836280										2020-07-21T12:37:21	1	88294920	VéloJesse	7490172							bicycle_parking									stands																																																																			
node/7733838689	node/7733838689										2020-07-21T12:35:36	1	88294847	matterYflow	7924617							bicycle_parking									stands																																																																			
node/7733839140	node/7733839140										2020-07-21T12:50:33	1	88295496	vVYou	11526185							bicycle_parking																																																																												
node/7733839141	node/7733839141										2020-07-21T12:50:33	1	88295496	vVYou	11526185							bicycle_parking									stands																																																																			
node/7733841960	node/7733841960				https://i.imgur.com/JpNBR2f.jpg						2020-07-21T14:29:27	4	88299425	Alice_Detollenaere	3664236							bicycle_parking									stands																																																																			
node/7733842805	node/7733842805										2020-07-21T12:37:45	1	88294938	Jeannette_b	11526066							bicycle_parking									stands																																																																			
node/7733842806	node/7733842806										2020-07-21T12:37:45	1	88294938	Jeannette_b	11526066							bicycle_parking									stands																																																																			
node/7733843465	node/7733843465										2020-07-21T12:45:57	1	88295294	vVYou	11526185							bicycle_parking									stands																																																																			
node/7733843466	node/7733843466										2020-07-21T12:45:57	1	88295294	vVYou	11526185							bicycle_parking									stands																																																																			
node/7733844477	node/7733844477										2020-07-21T12:48:52	1	88295432	vVYou	11526185							bicycle_parking									wall_loops																																																																			
node/7733844926	node/7733844926				https://i.imgur.com/vqmACvs.jpg						2020-07-21T12:42:00	1	88295121	matterYflow	7924617							bicycle_parking									stands																																																																			
node/7733845084	node/7733845084				https://i.imgur.com/Qpkc8DW.jpg						2020-07-21T14:12:48	3	88298981	Toon Nelissen	6390681							bicycle_parking									stands																																																																			
node/7733846895	node/7733846895										2020-07-21T12:39:59	2	88295040	bxl-forever	2644288							bicycle_parking									stands																																																																			
node/7733847786	node/7733847786										2020-07-21T12:49:11	1	88295443	VéloJesse	7490172							bicycle_parking									stands																																																																			
node/7733850777	node/7733850777										2020-07-21T12:44:35	1	88295235	Jeannette_b	11526066							bicycle_parking									stands																																																																			
node/7733851670	node/7733851670										2020-07-21T12:42:14	1	88295127	VéloJesse	7490172							bicycle_parking									stands																																																																			
node/7733854063	node/7733854063				https://i.imgur.com/0JDJiLs.jpg						2020-07-21T14:15:29	2	88299036	Toon Nelissen	6390681							bicycle_parking									stands																																																																			
node/7733854186	node/7733854186										2020-07-21T12:41:56	1	88295119	Jeannette_b	11526066							bicycle_parking									stands																																																																			
node/7733854424	node/7733854424				https://i.imgur.com/dsR7TUH.jpg						2020-07-21T12:57:57	2	88295840	Eleuthere	279790							bicycle_parking									stands																																																																			
node/7733854425	node/7733854425				https://i.imgur.com/4bMG9Zx.jpg						2020-07-21T12:58:21	1	88295863	matterYflow	7924617							bicycle_parking									stands																																																																			
node/7733855415	node/7733855415										2020-07-21T12:42:58	1	88295163	vVYou	11526185							bicycle_parking									stands																																																																			
node/7733855416	node/7733855416										2020-07-21T12:42:58	1	88295163	vVYou	11526185							bicycle_parking									stands																																																																			
node/7733855417	node/7733855417										2020-07-21T12:42:58	1	88295163	vVYou	11526185							bicycle_parking																																																																												
node/7733855731	node/7733855731										2020-07-21T12:48:06	1	88295402	bxl-forever	2644288							bicycle_parking																																																																												
node/7733855743	node/7733855743										2020-07-21T13:01:08	1	88296008	vVYou	11526185							bicycle_parking									stands																																																																			
node/7733855744	node/7733855744										2020-07-21T13:01:08	1	88296008	vVYou	11526185							bicycle_parking																																																																												
node/7733855745	node/7733855745										2020-07-21T13:01:08	1	88296008	vVYou	11526185							bicycle_parking									stands																																																																			
node/7733857480	node/7733857480				https://i.imgur.com/VexQf3z.jpg						2020-07-21T12:57:08	1	88295795	349499	7006347							bicycle_parking									stands																																																																			
node/7733857634	node/7733857634										2020-07-21T12:44:33	1	88295233	VéloJesse	7490172							bicycle_parking									stands																																																																			
node/7733857635	node/7733857635										2020-07-21T12:44:33	1	88295233	VéloJesse	7490172							bicycle_parking									stands																																																																			
node/7733858090	node/7733858090				https://i.imgur.com/8uy5rmp.jpg						2020-07-21T14:33:01	2	88299547	Toon Nelissen	6390681							bicycle_parking									stands																																																																			
node/7733858144	node/7733858144				https://i.imgur.com/LvcyrHs.jpg						2020-07-21T13:12:47	2	88296533	349499	7006347							bicycle_parking									stands																																																																			
node/7733858974	node/7733858974										2020-07-21T12:54:25	1	88295676	vVYou	11526185							bicycle_parking									stands																																																																			
node/7733859585	node/7733859585										2020-07-21T12:44:45	1	88295245	bxl-forever	2644288							bicycle_parking																																																																												
node/7733859892	node/7733859892										2020-07-21T12:47:01	1	88295347	Jeannette_b	11526066							bicycle_parking									stands																																																																			
node/7733860719	node/7733860719										2020-07-21T12:47:32	1	88295364	VéloJesse	7490172							bicycle_parking									stands																																																																			
node/7733863367	node/7733863367										2020-07-21T12:52:22	1	88295583	VéloJesse	7490172							bicycle_parking									stands																																																																			
node/7733863802	node/7733863802				https://i.imgur.com/WajloPt.jpg						2020-07-21T14:28:10	3	88299386	Alice_Detollenaere	3664236							bicycle_parking									stands																																																																			
node/7733865190	node/7733865190										2020-07-21T12:49:58	1	88295473	Elise_Cerise	11526278							bicycle_parking									stands																																																																			
node/7733865319	node/7733865319				https://i.imgur.com/w3W5ged.jpg						2020-07-21T14:08:06	2	88298894	Alice_Detollenaere	3664236							bicycle_parking																																																																												
node/7733868139	node/7733868139										2020-07-21T12:56:13	1	88295765	VéloJesse	7490172							bicycle_parking									stands																																																																			
node/7733869230	node/7733869230				https://i.imgur.com/sOZjgSL.jpg						2020-07-21T13:06:09	3	88296231	Jeannette_b	11526066							bicycle_repair_station																																											yes	yes			yes	no	" sclaverand;schrader;dunlop"				broken																							
node/7733870243	node/7733870243										2020-07-21T12:51:21	1	88295537	VéloJesse	7490172							bicycle_parking									stands																																																																			
node/7733870244	node/7733870244										2020-07-21T12:53:01	1	88295616	vVYou	11526185							bicycle_repair_station																																											yes	yes			yes	yes				no																							yes	
node/7733870245	node/7733870245										2020-07-21T12:53:01	1	88295616	vVYou	11526185							bicycle_parking																																																																												
